Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2027-08-14,Widget A,North,220,62,Male,2.6
2023-03-18,Widget B,West,605,53,Male,4.9
2027-09-08,Widget B,South,281,58,Male,4.3
2024-03-15,Widget D,East,810,47,Male,2.7
2022-03-16,Widget A,South,913,59,Female,3.9
2027-12-16,Widget C,North,866,58,Female,2.1
2027-09-21,Widget B,West,733,24,Female,1.4
2025-10-11,Widget A,South,642,32,Female,2.4
2022-02-10,Widget C,North,414,57,Female,2.6
2027-09-13,Widget B,East,896,36,Male,1.1
2026-08-28,Widget B,East,717,60,Female,4.3
2025-11-02,Widget C,East,835,54,Female,2.4
2023-08-11,Widget C,North,372,19,Female,3.3
2026-06-11,Widget D,West,331,59,Female,1.3
2022-12-08,Widget A,South,519,65,Female,1.7
2027-09-06,Widget A,East,867,30,Male,4.6
2023-10-08,Widget D,North,541,57,Female,3.4
2024-01-01,Widget B,North,595,58,Female,4.8
2022-06-17,Widget C,South,123,60,Female,5.0
2023-09-02,Widget C,East,208,60,Female,2.5
2028-05-04,Widget C,North,802,48,Female,2.2
2026-11-08,Widget B,South,601,33,Female,4.4
2027-08-03,Widget C,West,958,59,Male,5.0
2023-03-31,Widget C,West,124,61,Female,3.5
2026-09-05,Widget D,West,286,23,Male,4.2
2023-12-03,Widget B,East,387,45,Male,4.1
2026-05-19,Widget A,South,727,49,Female,2.4
2022-05-10,Widget D,South,437,61,Female,3.3
2027-01-20,Widget D,North,977,27,Female,4.3
2025-10-18,Widget A,North,136,67,Male,3.8
2023-11-24,Widget D,North,893,35,Female,1.1
2025-10-26,Widget B,South,236,21,Female,2.3
2024-03-04,Widget C,North,607,26,Female,1.6
2022-01-29,Widget B,South,326,24,Male,1.9
2022-05-29,Widget A,South,419,67,Male,4.6
2025-08-12,Widget A,West,939,25,Female,1.1
2027-08-21,Widget D,North,281,60,Male,1.9
2025-02-10,Widget B,West,973,24,Female,2.2
2022-07-06,Widget B,East,185,58,Male,3.5
2025-06-04,Widget A,East,566,57,Female,3.1
2025-08-26,Widget B,East,152,20,Male,1.9
2022-04-08,Widget A,South,959,34,Female,1.7
2022-02-24,Widget B,South,966,19,Female,1.9
2024-01-28,Widget B,South,334,32,Male,3.0
2023-02-10,Widget B,North,878,63,Male,2.1
2027-10-18,Widget A,West,898,46,Male,4.8
2025-08-05,Widget D,South,532,67,Male,2.9
2026-11-21,Widget B,West,595,65,Male,1.2
2024-01-21,Widget A,West,199,69,Female,3.9
2026-10-29,Widget A,West,698,39,Female,2.3
2022-12-31,Widget B,North,502,21,Male,3.6
2027-07-20,Widget B,North,495,69,Female,2.1
2023-04-27,Widget D,East,626,23,Female,3.3
2028-02-27,Widget A,East,514,55,Male,4.1
2022-06-03,Widget A,West,712,43,Female,4.7
2026-03-05,Widget C,East,776,28,Female,2.0
2027-10-22,Widget A,West,562,43,Male,2.3
2028-06-01,Widget D,North,640,34,Male,2.9
2024-11-06,Widget C,North,725,41,Female,4.7
2026-07-23,Widget C,North,718,45,Male,4.6
2025-05-25,Widget C,South,463,52,Female,1.4
2022-03-02,Widget B,West,229,48,Male,1.5
2024-07-27,Widget B,North,183,30,Male,3.0
2026-06-28,Widget A,West,370,52,Male,1.4
2027-09-21,Widget C,East,343,33,Male,2.4
2022-01-25,Widget D,East,487,32,Female,1.6
2024-11-28,Widget B,North,313,60,Male,3.5
2022-05-11,Widget D,West,917,35,Male,4.8
2025-06-06,Widget D,North,265,64,Female,5.0
2022-04-18,Widget B,East,890,54,Female,2.5
2022-06-21,Widget B,North,158,65,Female,3.4
2025-12-29,Widget B,West,701,65,Female,4.4
2022-04-12,Widget B,East,982,66,Male,1.5
2028-05-11,Widget C,South,942,58,Female,3.8
2026-06-25,Widget C,East,603,44,Male,2.6
2024-11-06,Widget C,South,805,52,Female,1.8
2022-11-26,Widget C,North,222,69,Male,2.6
2026-03-01,Widget A,North,747,62,Female,1.3
2022-01-12,Widget C,West,512,52,Male,3.8
2025-09-03,Widget B,South,238,45,Male,2.0
2022-08-04,Widget D,North,328,56,Female,2.2
2022-12-05,Widget C,South,373,55,Male,1.5
2026-12-05,Widget A,North,538,26,Male,4.5
2026-10-17,Widget B,East,661,29,Male,3.0
2026-02-17,Widget D,North,217,32,Male,3.3
2028-08-18,Widget D,West,813,38,Female,3.3
2023-12-11,Widget C,East,582,69,Male,2.6
2025-05-08,Widget D,West,494,52,Male,1.8
2025-01-17,Widget C,East,802,59,Female,4.0
2025-07-15,Widget C,South,975,50,Female,1.5
2023-05-04,Widget B,West,559,68,Female,1.4
2026-04-11,Widget B,North,934,36,Male,3.8
2022-02-16,Widget A,South,792,40,Male,1.8
2024-02-17,Widget B,North,177,30,Female,2.2
2024-11-05,Widget B,East,511,61,Male,2.9
2023-12-12,Widget C,East,174,18,Female,2.8
2023-02-05,Widget B,North,394,68,Male,3.8
2026-12-23,Widget C,North,892,46,Female,3.5
2022-09-07,Widget C,South,120,41,Male,3.6
2023-01-26,Widget B,North,270,33,Female,3.9
2022-12-01,Widget A,West,114,42,Male,2.2
2023-09-21,Widget A,West,310,40,Female,2.3
2022-05-17,Widget D,North,659,45,Male,2.8
2026-03-02,Widget D,West,185,64,Male,2.2
2024-04-06,Widget B,North,248,33,Male,4.9
2023-12-28,Widget A,South,799,60,Female,4.3
2026-02-09,Widget C,West,471,55,Male,1.7
2024-09-16,Widget D,West,579,28,Male,1.0
2028-08-16,Widget C,North,917,20,Male,1.2
2024-07-23,Widget D,West,250,32,Female,2.0
2023-02-06,Widget B,East,240,18,Male,1.5
2026-01-06,Widget A,South,168,24,Female,3.1
2023-09-07,Widget D,South,359,18,Male,4.4
2025-07-20,Widget A,West,945,66,Female,3.9
2025-03-28,Widget C,West,620,49,Female,1.9
2028-02-14,Widget B,East,732,26,Male,2.6
2025-01-26,Widget A,East,470,46,Female,3.0
2022-05-11,Widget B,West,518,43,Female,4.2
2025-04-09,Widget A,West,200,40,Male,4.4
2022-07-02,Widget C,East,760,62,Female,4.6
2022-12-30,Widget C,North,757,60,Female,3.0
2022-02-08,Widget B,East,964,46,Female,3.8
2025-10-04,Widget C,North,342,69,Female,1.4
2024-07-09,Widget D,South,852,55,Male,3.3
2022-01-16,Widget A,South,611,50,Female,2.0
2023-05-08,Widget C,East,948,24,Female,2.7
2025-12-20,Widget D,North,654,29,Male,3.5
2025-02-05,Widget B,East,194,48,Male,2.0
2022-11-07,Widget D,East,325,49,Female,1.2
2024-01-09,Widget B,North,617,37,Male,1.0
2023-06-30,Widget B,East,313,68,Male,1.1
2028-09-27,Widget A,South,817,34,Male,1.0
2022-09-08,Widget A,West,166,53,Male,1.4
2024-01-29,Widget D,West,495,20,Male,2.0
2026-12-10,Widget A,East,711,18,Male,1.9
2025-07-21,Widget A,North,111,67,Male,4.9
2026-06-20,Widget A,North,336,44,Male,2.2
2027-03-30,Widget D,South,933,64,Male,1.5
2024-03-24,Widget C,North,869,57,Female,3.2
2022-01-29,Widget A,North,498,50,Female,4.4
2024-08-15,Widget A,South,506,37,Female,3.7
2027-07-26,Widget D,East,948,31,Female,2.2
2023-04-22,Widget C,West,579,53,Female,3.2
2022-11-14,Widget A,South,746,22,Male,3.9
2022-09-02,Widget B,East,321,40,Male,3.9
2024-01-18,Widget D,South,255,62,Female,3.7
2023-11-28,Widget A,East,753,32,Female,4.5
2022-09-29,Widget A,South,527,23,Male,4.5
2026-11-07,Widget B,East,257,50,Female,3.3
2025-06-16,Widget B,South,515,36,Male,2.7
2028-08-21,Widget D,East,425,30,Female,3.6
2022-09-23,Widget D,South,470,46,Male,4.3
2024-07-09,Widget B,West,443,23,Female,1.0
2022-12-06,Widget D,West,361,32,Male,5.0
2023-01-24,Widget B,North,382,33,Female,1.7
2027-08-13,Widget A,East,949,41,Female,2.9
2025-03-11,Widget B,South,955,40,Male,4.5
2023-01-11,Widget B,East,328,65,Male,1.9
2027-07-27,Widget C,West,987,27,Female,2.9
2028-06-29,Widget B,East,379,58,Female,1.5
2022-05-26,Widget B,South,969,58,Male,2.6
2027-06-05,Widget C,East,389,66,Male,1.7
2022-10-20,Widget D,South,779,34,Male,2.5
2023-03-08,Widget C,West,146,66,Female,2.5
2023-12-06,Widget A,West,814,61,Female,5.0
2027-06-22,Widget C,West,313,62,Male,5.0
2023-02-03,Widget A,North,857,47,Female,1.5
2024-08-21,Widget D,West,123,61,Female,3.9
2028-02-13,Widget C,East,420,63,Male,1.2
2027-08-04,Widget C,North,373,27,Female,1.1
2027-01-03,Widget D,West,655,36,Male,1.4
2027-10-10,Widget A,East,943,46,Male,4.9
2024-07-27,Widget C,East,412,19,Female,4.8
2023-12-11,Widget A,East,462,53,Female,1.8
2024-03-17,Widget C,South,767,36,Male,1.6
2026-01-03,Widget B,North,479,24,Male,2.0
2025-08-18,Widget C,East,810,43,Male,3.1
2022-01-11,Widget D,South,773,32,Female,3.3
2024-12-21,Widget D,West,569,64,Male,1.9
2027-02-12,Widget A,East,845,55,Male,4.0
2028-03-23,Widget C,South,774,20,Male,2.2
2024-02-11,Widget A,East,215,55,Male,4.7
2026-05-14,Widget A,North,704,33,Female,3.6
2026-05-27,Widget B,North,141,19,Female,2.7
2025-08-26,Widget B,West,895,48,Male,4.2
2024-06-03,Widget D,East,478,45,Female,4.3
2025-10-21,Widget A,South,821,24,Female,2.2
2022-08-14,Widget D,West,305,47,Female,2.4
2024-04-04,Widget C,East,565,60,Male,4.7
2028-03-15,Widget A,West,831,24,Female,1.7
2024-07-25,Widget A,South,379,53,Female,1.2
2028-04-25,Widget C,West,747,46,Male,2.8
2027-03-27,Widget C,West,717,41,Male,4.2
2026-12-02,Widget D,West,217,69,Female,4.1
2022-02-23,Widget D,East,336,56,Female,4.7
2023-12-28,Widget C,South,408,21,Male,3.1
2026-03-25,Widget D,North,555,46,Male,1.4
2024-11-09,Widget C,East,999,61,Male,3.4
2027-03-29,Widget A,North,574,22,Male,4.1
2026-11-12,Widget A,North,199,46,Female,1.4
2026-05-16,Widget B,East,360,47,Male,1.7
2027-03-30,Widget A,East,404,46,Female,1.0
2028-10-02,Widget C,South,453,43,Female,3.4
2024-04-29,Widget D,South,385,36,Female,4.5
2027-10-11,Widget B,West,427,43,Male,3.7
2028-03-13,Widget D,North,202,54,Male,4.9
2022-01-03,Widget C,South,162,44,Female,1.3
2022-06-09,Widget A,West,786,47,Female,4.6
2024-02-20,Widget B,South,381,68,Female,4.3
2024-06-11,Widget C,East,540,47,Female,2.3
2027-07-24,Widget B,South,392,20,Female,4.9
2028-07-04,Widget B,North,837,60,Male,2.2
2023-08-03,Widget A,South,106,24,Male,4.6
2027-04-18,Widget C,North,738,66,Male,4.5
2025-10-12,Widget D,East,191,26,Female,4.0
2025-07-14,Widget B,North,289,58,Female,3.3
2026-06-29,Widget B,South,970,59,Male,1.5
2024-08-09,Widget D,West,575,30,Male,3.1
2024-09-14,Widget C,East,610,32,Female,2.4
2025-05-03,Widget B,South,561,22,Male,4.2
2024-07-09,Widget B,East,152,46,Male,4.0
2025-09-17,Widget B,East,853,52,Male,4.6
2022-06-19,Widget C,South,585,44,Female,1.1
2023-06-05,Widget C,South,743,44,Female,4.2
2026-01-26,Widget D,West,589,25,Male,4.8
2022-02-09,Widget C,East,463,49,Female,4.2
2026-04-10,Widget C,East,211,37,Male,1.5
2025-11-19,Widget A,South,508,27,Male,1.3
2024-08-12,Widget D,North,106,30,Female,1.1
2024-09-10,Widget B,South,841,46,Female,3.5
2024-09-01,Widget C,East,767,52,Female,3.5
2022-02-07,Widget B,South,296,25,Male,4.9
2028-07-03,Widget B,West,934,46,Male,2.6
2025-06-28,Widget A,North,975,48,Male,2.3
2025-04-14,Widget C,South,834,58,Female,3.5
2026-06-14,Widget D,West,466,47,Male,4.3
2024-07-02,Widget C,East,349,39,Male,4.7
2023-03-30,Widget B,South,694,38,Male,4.2
2022-02-06,Widget D,East,339,29,Male,2.7
2026-09-08,Widget C,West,479,28,Female,3.5
2024-03-06,Widget B,East,971,19,Female,4.4
2024-08-30,Widget B,West,934,67,Female,3.0
2023-08-16,Widget A,West,570,58,Male,1.9
2025-02-11,Widget A,West,874,19,Male,1.7
2025-08-17,Widget A,South,800,51,Male,1.0
2028-03-21,Widget B,East,554,20,Female,3.9
2022-11-14,Widget C,East,465,33,Female,1.4
2028-07-24,Widget A,North,389,68,Female,2.0
2027-12-03,Widget C,North,973,21,Female,2.2
2025-09-08,Widget A,North,502,40,Female,3.2
2026-05-11,Widget D,North,157,67,Male,2.6
2027-03-05,Widget D,East,620,37,Female,3.7
2027-09-19,Widget A,West,403,42,Female,1.2
2027-06-20,Widget B,West,214,47,Female,1.5
2026-11-08,Widget A,South,309,35,Male,3.0
2025-08-05,Widget A,West,140,59,Female,2.3
2025-07-09,Widget B,East,915,28,Female,2.2
2022-08-04,Widget D,East,272,46,Female,1.3
2028-07-11,Widget C,East,333,34,Male,4.6
2027-11-10,Widget A,South,892,43,Male,3.8
2028-07-28,Widget B,North,983,40,Female,1.5
2026-09-01,Widget A,West,689,69,Female,1.3
2022-12-29,Widget B,East,719,65,Female,4.9
2026-09-13,Widget C,East,892,37,Female,3.7
2025-04-08,Widget C,North,502,62,Male,2.7
2022-12-22,Widget D,East,138,19,Female,3.8
2022-07-10,Widget B,West,218,41,Male,4.0
2028-10-05,Widget B,South,434,48,Female,4.1
2023-12-01,Widget D,East,435,44,Male,2.9
2027-08-17,Widget D,West,638,19,Male,2.7
2027-12-21,Widget B,East,715,31,Female,1.0
2023-07-11,Widget D,North,173,21,Male,4.7
2024-04-05,Widget C,East,290,66,Female,3.4
2024-11-20,Widget A,East,423,30,Male,1.8
2023-03-02,Widget C,South,246,53,Male,4.7
2028-08-07,Widget D,North,866,52,Female,4.7
2026-04-24,Widget B,North,383,61,Female,5.0
2027-10-31,Widget B,South,312,25,Male,4.5
2028-07-31,Widget C,East,734,19,Male,5.0
2023-08-12,Widget B,West,817,23,Female,2.0
2027-07-06,Widget D,North,851,48,Female,4.4
2026-03-28,Widget C,North,493,27,Female,4.3
2022-10-22,Widget B,East,438,61,Male,1.9
2027-06-09,Widget A,East,897,38,Female,1.4
2025-06-01,Widget A,North,121,59,Female,4.9
2026-03-29,Widget D,East,870,27,Male,2.2
2026-08-18,Widget B,West,968,40,Female,4.5
2025-02-10,Widget D,North,204,20,Female,1.0
2025-06-10,Widget C,West,565,49,Female,1.1
2027-08-27,Widget A,West,558,37,Female,2.9
2022-12-26,Widget C,East,531,27,Male,2.0
2023-12-01,Widget B,West,869,46,Female,3.8
2023-03-24,Widget D,East,815,58,Female,3.3
2028-08-09,Widget D,South,921,69,Female,1.3
2023-11-06,Widget D,East,873,68,Female,1.7
2024-10-04,Widget C,West,718,63,Female,2.6
2025-09-11,Widget A,South,862,51,Female,1.7
2028-09-27,Widget C,East,320,54,Male,4.2
2023-08-09,Widget C,West,478,37,Male,2.7
2025-06-10,Widget B,North,321,25,Male,1.4
2025-06-01,Widget B,North,357,24,Female,2.9
2024-09-20,Widget B,East,812,23,Female,1.4
2025-12-06,Widget A,East,466,28,Female,1.5
2023-07-26,Widget A,North,869,61,Male,2.0
2028-07-10,Widget B,West,448,35,Female,4.4
2025-05-30,Widget B,West,324,68,Male,4.7
2027-09-16,Widget A,West,813,59,Female,4.3
2024-09-15,Widget D,East,837,46,Female,2.3
2022-10-05,Widget A,South,335,42,Male,2.1
2025-05-04,Widget A,South,282,38,Male,3.2
2027-03-03,Widget A,South,811,63,Male,3.9
2023-04-29,Widget B,South,968,20,Male,5.0
2025-06-19,Widget D,South,857,35,Male,1.5
2024-01-01,Widget A,East,543,41,Male,1.2
2028-02-18,Widget B,East,964,64,Female,3.8
2024-11-06,Widget C,South,722,55,Male,4.3
2024-07-06,Widget C,East,105,27,Female,4.4
2028-09-14,Widget A,East,335,44,Female,3.7
2024-06-04,Widget C,South,226,29,Female,4.8
2022-01-22,Widget D,West,203,24,Female,3.0
2023-04-19,Widget C,East,848,34,Female,4.7
2028-03-07,Widget C,West,579,18,Male,4.9
2028-06-11,Widget D,East,254,67,Male,4.4
2023-12-05,Widget A,East,356,43,Male,2.2
2023-11-18,Widget A,South,334,32,Female,1.8
2022-10-12,Widget D,East,599,68,Male,3.2
2023-12-17,Widget D,North,388,50,Female,2.8
2024-02-02,Widget D,North,609,54,Female,4.5
2025-06-04,Widget C,South,651,64,Female,1.4
2024-08-05,Widget D,West,899,48,Female,2.0
2028-08-25,Widget B,West,808,52,Male,4.0
2024-10-27,Widget C,West,884,18,Male,1.4
2022-01-29,Widget A,North,993,25,Male,2.3
2024-06-25,Widget A,West,875,29,Male,2.5
2027-10-28,Widget A,West,668,36,Male,3.5
2023-07-24,Widget C,South,397,42,Female,1.6
2027-06-30,Widget B,West,709,49,Male,4.4
2025-12-24,Widget D,North,236,29,Female,2.8
2024-01-08,Widget D,North,475,30,Female,4.7
2023-05-31,Widget A,North,186,45,Female,2.9
2027-06-24,Widget A,South,518,18,Male,2.1
2028-09-10,Widget C,South,853,68,Female,1.6
2022-02-08,Widget B,East,298,23,Female,1.0
2024-06-05,Widget D,West,562,25,Male,3.1
2028-01-14,Widget C,South,536,21,Female,1.4
2025-01-03,Widget D,North,409,22,Female,2.6
2026-12-29,Widget A,North,695,42,Female,3.4
2026-09-07,Widget D,South,853,39,Male,2.1
2024-08-31,Widget B,South,380,45,Female,1.7
2026-04-12,Widget B,South,422,56,Female,4.1
2024-09-15,Widget A,East,863,40,Male,4.8
2022-01-21,Widget B,North,801,21,Male,1.4
2028-06-08,Widget B,East,251,69,Female,1.6
2024-05-18,Widget C,East,401,21,Male,4.8
2022-03-25,Widget D,West,377,64,Male,1.2
2026-08-10,Widget A,North,750,38,Male,4.9
2027-05-31,Widget A,North,787,54,Male,1.0
2025-11-11,Widget A,South,107,58,Male,4.5
2026-03-11,Widget A,South,906,19,Male,2.2
2023-07-24,Widget A,West,334,24,Male,4.8
2024-07-22,Widget B,East,774,66,Female,2.3
2027-06-04,Widget C,South,660,33,Male,3.6
2027-01-30,Widget A,South,401,34,Male,1.3
2024-03-03,Widget C,North,137,37,Male,2.0
2024-03-02,Widget C,North,235,40,Female,4.1
2026-12-15,Widget B,South,921,51,Male,3.1
2025-07-18,Widget A,North,520,28,Male,4.7
2028-03-05,Widget B,West,318,51,Female,2.7
2026-05-27,Widget A,South,447,50,Male,4.5
2024-12-19,Widget B,North,907,43,Female,2.8
2028-10-13,Widget C,West,645,19,Female,4.9
2024-09-11,Widget A,North,963,40,Male,4.8
2026-08-08,Widget D,North,178,58,Female,2.3
2023-06-04,Widget C,North,847,39,Male,4.5
2023-08-14,Widget D,South,994,51,Male,4.4
2024-11-16,Widget C,East,372,32,Female,1.8
2026-09-06,Widget B,North,260,27,Female,3.5
2027-07-29,Widget A,West,786,32,Male,1.3
2028-02-25,Widget C,South,977,59,Male,4.3
2028-08-31,Widget B,South,407,46,Female,1.7
2022-12-15,Widget A,West,473,40,Male,1.3
2024-08-17,Widget A,North,832,34,Male,2.6
2027-05-18,Widget C,East,108,26,Male,3.3
2023-11-24,Widget A,North,900,67,Female,4.4
2026-04-09,Widget C,West,543,53,Male,4.9
2023-01-13,Widget A,South,212,26,Male,2.8
2023-06-11,Widget D,East,304,33,Male,1.2
2028-03-03,Widget B,South,504,53,Female,4.0
2025-06-13,Widget D,West,797,65,Female,3.3
2027-02-19,Widget C,North,952,68,Female,2.8
2026-10-30,Widget D,East,296,50,Male,2.2
2023-06-05,Widget C,South,877,48,Female,3.0
2026-08-29,Widget A,South,873,23,Male,2.4
2024-10-13,Widget A,South,859,27,Female,4.0
2024-10-10,Widget C,North,214,33,Male,3.2
2022-04-27,Widget D,East,220,21,Female,4.5
2028-08-30,Widget A,North,752,39,Male,3.2
2025-09-29,Widget B,North,164,30,Male,2.0
2023-08-07,Widget A,North,375,33,Female,4.4
2023-01-30,Widget B,West,924,69,Male,3.2
2024-12-23,Widget D,West,338,46,Female,1.8
2022-03-13,Widget B,West,401,23,Female,3.5
2022-10-01,Widget B,East,491,43,Male,2.4
2027-07-07,Widget B,North,621,28,Male,4.4
2025-09-05,Widget B,North,468,41,Female,2.8
2022-12-04,Widget A,West,332,46,Female,3.9
2025-10-21,Widget B,North,294,20,Female,1.4
2023-08-30,Widget A,North,111,69,Male,2.6
2022-06-15,Widget B,South,788,27,Female,4.9
2026-04-17,Widget C,North,276,18,Male,4.2
2027-08-21,Widget D,South,316,69,Male,1.6
2025-08-17,Widget B,North,110,60,Female,2.1
2023-12-30,Widget C,East,545,43,Female,2.3
2027-08-06,Widget B,West,729,29,Male,3.6
2022-04-12,Widget B,South,263,31,Male,4.0
2025-11-16,Widget B,West,650,42,Male,4.0
2024-02-18,Widget C,South,152,25,Male,3.0
2022-08-02,Widget D,South,317,60,Female,4.2
2025-01-16,Widget C,South,817,21,Male,2.7
2026-04-26,Widget D,East,923,45,Female,1.5
2028-09-14,Widget B,North,459,24,Female,3.3
2026-08-23,Widget A,South,484,27,Female,4.8
2023-08-15,Widget B,East,155,68,Male,4.2
2025-08-26,Widget D,South,217,53,Male,3.3
2025-01-14,Widget C,North,999,19,Female,3.6
2027-11-10,Widget B,South,352,43,Female,4.7
2023-12-15,Widget C,East,897,67,Female,2.7
2024-07-24,Widget C,North,879,31,Female,2.3
2027-05-06,Widget C,East,902,33,Male,4.9
2022-08-30,Widget B,North,944,60,Female,4.5
2027-08-06,Widget C,North,279,59,Male,2.3
2022-01-02,Widget C,West,514,34,Male,2.9
2028-03-22,Widget B,West,969,63,Male,2.7
2026-11-04,Widget C,West,334,39,Male,1.6
2027-05-04,Widget B,North,954,21,Female,4.8
2027-12-04,Widget D,South,807,36,Male,2.6
2024-07-06,Widget D,East,919,19,Female,4.5
2028-02-20,Widget D,East,179,56,Male,1.8
2022-03-31,Widget C,East,746,26,Female,3.2
2026-09-06,Widget A,West,121,36,Female,1.1
2027-12-10,Widget A,North,576,33,Female,4.1
2022-05-23,Widget C,West,942,42,Female,3.3
2022-04-16,Widget A,South,539,65,Female,3.5
2024-06-05,Widget B,North,836,35,Male,1.2
2023-03-04,Widget A,East,669,40,Female,1.8
2025-08-21,Widget C,West,192,38,Male,1.3
2027-03-11,Widget C,West,291,28,Female,2.2
2027-06-18,Widget B,South,202,56,Male,3.5
2022-11-13,Widget D,South,495,58,Male,3.3
2027-06-10,Widget C,West,106,21,Male,3.4
2023-09-27,Widget B,South,739,42,Female,3.2
2027-04-10,Widget A,East,666,49,Male,2.1
2027-08-19,Widget A,South,330,47,Female,2.0
2028-03-20,Widget B,South,973,62,Female,1.5
2025-12-10,Widget B,West,673,43,Male,4.4
2023-07-07,Widget C,West,339,53,Male,3.5
2023-12-17,Widget A,North,189,68,Female,1.7
2025-07-11,Widget B,North,331,51,Female,1.7
2026-09-10,Widget A,West,556,26,Female,4.5
2027-02-27,Widget B,South,332,29,Female,4.0
2025-01-12,Widget A,South,453,19,Female,3.6
2025-09-03,Widget D,North,432,55,Female,2.6
2022-04-21,Widget C,North,538,22,Male,2.0
2022-09-08,Widget A,North,474,22,Female,4.9
2028-08-27,Widget D,East,391,69,Female,4.2
2027-08-17,Widget A,East,444,39,Male,2.2
2023-04-04,Widget A,North,763,22,Male,4.4
2025-01-12,Widget D,South,527,21,Male,4.0
2022-07-27,Widget A,North,756,26,Female,2.2
2024-06-18,Widget A,East,229,46,Male,2.7
2022-01-22,Widget C,South,240,39,Male,1.7
2023-02-14,Widget D,East,514,44,Female,1.4
2024-06-13,Widget D,South,192,27,Female,3.9
2023-05-30,Widget B,East,725,33,Female,2.1
2024-03-19,Widget A,South,383,59,Female,4.3
2024-05-23,Widget C,South,754,59,Male,5.0
2022-01-14,Widget A,South,322,68,Female,1.3
2024-08-28,Widget A,South,843,27,Male,2.9
2027-11-05,Widget B,West,562,23,Female,4.2
2026-04-10,Widget A,East,644,66,Male,4.2
2025-08-17,Widget C,East,375,22,Female,4.0
2025-06-20,Widget C,West,781,23,Female,2.4
2027-12-10,Widget B,South,239,64,Female,2.8
2024-01-20,Widget A,South,456,42,Male,3.4
2023-11-16,Widget C,East,812,68,Male,4.9
2027-04-12,Widget A,West,122,67,Male,2.3
2028-06-14,Widget A,South,835,21,Female,4.7
2023-11-26,Widget A,South,979,57,Male,2.1
2028-05-24,Widget B,South,369,65,Female,5.0
2022-11-03,Widget A,North,958,49,Female,3.7
2027-06-13,Widget C,West,764,68,Female,2.9
2023-10-24,Widget A,South,432,69,Male,3.5
2023-07-03,Widget C,North,184,52,Female,2.1
2022-11-08,Widget A,West,720,27,Male,2.1
2024-12-18,Widget C,South,130,51,Female,1.5
2026-10-04,Widget C,East,840,53,Female,1.5
2024-01-25,Widget A,North,339,23,Female,2.4
2022-02-04,Widget A,North,989,60,Male,4.1
2023-03-21,Widget C,South,462,63,Male,3.4
2027-11-11,Widget D,South,921,33,Female,1.4
2027-06-06,Widget B,North,488,36,Male,4.4
2025-05-15,Widget D,East,752,51,Male,3.4
2022-12-19,Widget D,East,767,42,Female,4.8
2024-06-21,Widget A,West,398,48,Female,3.7
2025-09-17,Widget B,South,956,66,Male,1.7
2026-10-15,Widget D,East,470,58,Female,2.9
2022-06-08,Widget A,West,198,34,Female,3.6
2027-06-01,Widget D,East,146,64,Male,1.1
2024-08-14,Widget D,South,938,47,Male,1.1
2027-09-03,Widget A,West,521,56,Female,1.5
2023-02-08,Widget A,West,579,48,Male,2.0
2023-05-31,Widget A,West,678,36,Male,2.7
2025-10-19,Widget B,East,161,52,Female,2.9
2024-08-13,Widget D,South,208,46,Female,1.6
2028-01-09,Widget A,West,778,18,Female,3.7
2026-09-09,Widget C,North,648,21,Female,3.4
2023-08-31,Widget D,South,218,45,Male,2.2
2028-10-03,Widget C,North,697,35,Male,1.1
2025-06-27,Widget B,North,481,43,Female,1.3
2026-03-16,Widget A,West,491,57,Female,2.6
2028-07-10,Widget C,West,151,36,Female,1.6
2025-12-12,Widget B,East,702,23,Female,2.5
2026-12-03,Widget A,East,388,18,Male,3.5
2022-10-22,Widget C,East,436,25,Male,3.2
2024-01-25,Widget C,South,909,50,Female,1.9
2025-10-26,Widget B,East,303,68,Female,2.4
2022-07-05,Widget A,North,979,60,Male,3.5
2025-06-23,Widget A,East,337,38,Male,4.4
2023-09-29,Widget C,West,481,41,Male,4.0
2025-07-15,Widget C,East,766,42,Male,3.2
2023-06-14,Widget C,South,851,64,Female,2.4
2027-08-31,Widget A,South,235,60,Male,2.5
2024-03-04,Widget B,North,506,36,Male,4.5
2027-11-18,Widget B,South,607,46,Male,1.2
2023-04-23,Widget A,East,461,27,Female,5.0
2026-06-11,Widget D,West,480,29,Female,3.7
2024-07-28,Widget B,South,980,50,Male,3.7
2023-06-10,Widget C,North,675,24,Male,1.2
2028-07-09,Widget D,East,734,34,Female,3.4
2022-01-02,Widget D,North,353,27,Female,2.9
2023-01-10,Widget B,South,576,48,Male,1.4
2028-05-29,Widget D,South,213,23,Female,2.1
2023-07-07,Widget D,North,119,34,Male,4.6
2028-06-23,Widget B,East,627,67,Female,3.2
2026-03-06,Widget B,South,244,54,Male,2.7
2027-01-26,Widget D,West,307,35,Male,1.3
2023-01-16,Widget C,South,630,43,Female,3.9
2026-07-05,Widget A,East,475,66,Male,3.8
2022-01-14,Widget D,South,603,33,Female,3.5
2023-05-19,Widget D,North,265,25,Female,3.0
2028-03-28,Widget C,South,649,41,Female,2.7
2027-07-02,Widget D,South,280,30,Male,3.4
2022-05-10,Widget D,East,960,46,Male,1.9
2024-04-17,Widget A,North,716,49,Male,4.8
2027-08-03,Widget A,East,711,41,Female,3.4
2022-01-28,Widget A,South,701,33,Male,2.2
2027-10-15,Widget B,West,911,28,Male,2.8
2025-06-06,Widget B,South,543,49,Male,4.2
